Job Title,Company,Location,Salary,Skills,Experience,Posted Date
Tester/QA,Tech Company 390,Ho Chi Minh,66-111 millions,"Automation, Cypress",Manager,2025-05-27
Mobile Developer,Tech Company 163,Ha Noi,9-18 millions,"Kotlin, Android",Fresher,2025-06-18
Data Scientist,Tech Company 74,Da Nang,24-49 millions,"Python, Pandas, Scikit-learn",Senior,2025-12-29
Tester/QA,Tech Company 334,Ha Noi,28-57 millions,"Java, Appium",Senior,2025-03-21
DevOps Engineer,Tech Company 110,Ho Chi Minh,17-29 millions,"Azure, CI/CD, Terraform",Junior,2025-03-10
Data Scientist,Tech Company 101,,21-49 millions,"SQL, Tableau, Python",Senior,2024-01-11
Backend Developer,Tech Company 258,Ha Noi,15-32 millions,"Go, Microservices",Junior,2024-09-16
Backend Developer,Tech Company 361,Ha Noi,44-78 millions,"Go, Microservices",Lead,2025-12-13
Backend Developer,Tech Company 89,Ha Noi,,"Node.js, Express",Junior,2025-05-17
Frontend Developer,Tech Company 79,Da Nang,12-25 millions,"ReactJS, TypeScript",Junior,2025-12-31
Fullstack Developer,Tech Company 228,Ho Chi Minh,27-59 millions,"React, Node.js, Mongo",Senior,2024-02-27
Frontend Developer,Tech Company 378,Ho Chi Minh,29-55 millions,"Angular, RxJS",Senior,2025-09-20
DevOps Engineer,Tech Company 265,Ha Noi,7-21 millions,"Linux, Jenkins, Ansible",Fresher,2025-01-10
Mobile Developer,Tech Company 76,Ha Noi,7-20 millions,"Flutter, Dart",Fresher,2025-05-28
Tester/QA,Tech Company 210,Ho Chi Minh,26-55 millions,"Selenium, Python",Senior,2025-06-01
Backend Developer,Tech Company 239,Ha Noi,15-29 millions,"Go, Microservices",Junior,2024-12-15
Tester/QA,Tech Company 96,Ha Noi,25-55 millions,"Selenium, Python",Senior,2024-03-29
Backend Developer,Tech Company 236,Ha Noi,17-28 millions,"Java, Spring Boot",Junior,2025-01-18
Data Scientist,Tech Company 383,Ha Noi,10-19 millions,"SQL, Tableau, Python",Fresher,2024-07-14
Backend Developer,Tech Company 290,Ho Chi Minh,28-55 millions,"Node.js, Express",Senior,2024-05-23
Data Scientist,Tech Company 133,Ho Chi Minh,18-28 millions,"SQL, Tableau, Python",Junior,2024-10-29
Tester/QA,Tech Company 268,Ho Chi Minh,27-56 millions,"Java, Appium",Senior,2025-10-19
Fullstack Developer,Tech Company 276,Ha Noi,18-30 millions,"React, Node.js, Mongo",Junior,2024-06-08
Mobile Developer,Tech Company 107,Can Tho,23-48 millions,"Swift, iOS",Senior,2024-10-22
AI/ML Engineer,Tech Company 240,Remote,15-27 millions,"Python, TensorFlow, CV",Junior,2024-08-11
Fullstack Developer,Tech Company 289,Da Nang,12-25 millions,"Java, Angular, SQL",Junior,2025-01-16
Backend Developer,Tech Company 82,Ha Noi,17-30 millions,"Go, Microservices",Junior,2024-01-09
Frontend Developer,Tech Company 280,Ho Chi Minh,18-29 millions,"VueJS, Nuxt",Junior,2025-04-23
Tester/QA,Tech Company 130,Ho Chi Minh,17-29 millions,"Automation, Cypress",Junior,2024-09-06
Tester/QA,Tech Company 391,Ha Noi,26-59 millions,"Automation, Cypress",Senior,2024-08-27
Frontend Developer,Tech Company 206,Da Nang,35-64 millions,"HTML, CSS, JS",Lead,2025-08-14
Fullstack Developer,Tech Company 102,Ho Chi Minh,,"Java, Angular, SQL",Senior,2025-06-20
Fullstack Developer,Tech Company 497,Ha Noi,,"React, Node.js, Mongo",Manager,2024-02-25
Fullstack Developer,Tech Company 338,,8-17 millions,"Java, Angular, SQL",Fresher,2024-01-01
AI/ML Engineer,Tech Company 224,Da Nang,5-14 millions,"Python, NLP, HuggingFace",Fresher,2024-07-27
DevOps Engineer,Tech Company 282,Ho Chi Minh,8-18 millions,"AWS, Docker, K8s",Fresher,2025-04-27
Tester/QA,Tech Company 199,Ha Noi,28-58 millions,"Automation, Cypress",Senior,2024-04-08
Fullstack Developer,Tech Company 374,Ha Noi,9-20 millions,"Java, Angular, SQL",Fresher,2025-11-21
Frontend Developer,Tech Company 14,Ha Noi,43-80 millions,"Angular, RxJS",Lead,2025-08-23
Data Scientist,Tech Company 313,Ha Noi,15-30 millions,"SQL, Tableau, Python",Junior,2024-01-02
Frontend Developer,Tech Company 155,,26-55 millions,"VueJS, Nuxt",Senior,2024-08-04
Fullstack Developer,Tech Company 421,Ho Chi Minh,15-29 millions,"Java, Angular, SQL",Junior,2025-11-22
Mobile Developer,Tech Company 239,Ho Chi Minh,15-30 millions,React Native,Junior,2024-04-18
Frontend Developer,Tech Company 66,Ho Chi Minh,28-55 millions,"HTML, CSS, JS",Senior,2024-11-22
Tester/QA,Tech Company 217,Ho Chi Minh,,"Selenium, Python",Senior,2025-02-15
AI/ML Engineer,Tech Company 258,Ho Chi Minh,28-58 millions,"C++, CUDA, Computer Vision",Senior,2025-04-06
DevOps Engineer,Tech Company 218,Ha Noi,18-28 millions,"Linux, Jenkins, Ansible",Junior,2024-07-02
Frontend Developer,Tech Company 303,Ho Chi Minh,25-59 millions,"VueJS, Nuxt",Senior,2025-12-25
Tester/QA,Tech Company 445,Ha Noi,14-28 millions,"Automation, Cypress",Junior,2024-05-04
DevOps Engineer,Tech Company 278,Ho Chi Minh,16-30 millions,"Azure, CI/CD, Terraform",Junior,2024-01-25
Mobile Developer,Tech Company 306,Ho Chi Minh,16-28 millions,"Flutter, Dart",Junior,2024-02-06
Mobile Developer,Tech Company 373,Ha Noi,7-19 millions,React Native,Fresher,2024-05-09
AI/ML Engineer,Tech Company 471,Ha Noi,10-19 millions,"Python, NLP, HuggingFace",Fresher,2024-09-06
Tester/QA,Tech Company 312,Ha Noi,25-56 millions,"Selenium, Python",Senior,2024-05-30
Frontend Developer,Tech Company 475,Ha Noi,66-113 millions,"HTML, CSS, JS",Manager,2024-12-11
Mobile Developer,Tech Company 381,Ho Chi Minh,26-58 millions,"Flutter, Dart",Senior,2025-10-30
Mobile Developer,Tech Company 316,Ha Noi,45-79 millions,"Flutter, Dart",Lead,2024-11-06
Data Scientist,Tech Company 111,Da Nang,23-46 millions,"Python, PyTorch, AWS",Senior,2025-04-29
Fullstack Developer,Tech Company 466,Ho Chi Minh,27-55 millions,"Java, Angular, SQL",Senior,2025-02-12
Backend Developer,Tech Company 67,Ho Chi Minh,15-31 millions,"Node.js, Express",Junior,2025-11-03
DevOps Engineer,Tech Company 114,Ha Noi,15-27 millions,"AWS, Docker, K8s",Junior,2024-11-28
Tester/QA,Tech Company 244,Ho Chi Minh,9-18 millions,"Automation, Cypress",Fresher,2025-02-02
DevOps Engineer,Tech Company 438,Ho Chi Minh,43-79 millions,"Azure, CI/CD, Terraform",Lead,2025-04-18
Fullstack Developer,Tech Company 437,Ho Chi Minh,27-57 millions,"Python, VueJS, Docker",Senior,2025-11-07
Tester/QA,Tech Company 190,Ho Chi Minh,25-58 millions,"Java, Appium",Senior,2025-06-26
Tester/QA,Tech Company 320,Ha Noi,14-30 millions,"Automation, Cypress",Junior,2024-06-19
Backend Developer,Tech Company 193,Ho Chi Minh,16-29 millions,"Go, Microservices",Junior,2024-08-28
Frontend Developer,Tech Company 293,Ho Chi Minh,43-78 millions,"ReactJS, TypeScript",Lead,2024-04-23
Mobile Developer,Tech Company 143,Da Nang,12-23 millions,"Kotlin, Android",Junior,2025-09-05
Frontend Developer,Tech Company 440,Ho Chi Minh,16-30 millions,"Angular, RxJS",Junior,2024-08-18
AI/ML Engineer,Tech Company 148,Ha Noi,15-31 millions,"Python, NLP, HuggingFace",Junior,2025-02-13
Tester/QA,Tech Company 335,Ha Noi,9-16 millions,"Manual Testing, SQL",Fresher,2025-08-17
Data Scientist,Tech Company 318,Ho Chi Minh,14-28 millions,"Python, PyTorch, AWS",Junior,2025-09-16
Mobile Developer,Tech Company 321,Ho Chi Minh,26-56 millions,"Flutter, Dart",Senior,2025-08-05
DevOps Engineer,Tech Company 200,Ho Chi Minh,17-31 millions,"AWS, Docker, K8s",Junior,2025-10-31
Fullstack Developer,Tech Company 242,Da Nang,21-49 millions,"Java, Angular, SQL",Senior,2024-06-28
DevOps Engineer,Tech Company 296,Da Nang,35-67 millions,"AWS, Docker, K8s",Lead,2024-07-30
Tester/QA,Tech Company 329,Ho Chi Minh,17-32 millions,"Manual Testing, SQL",Junior,2025-05-27
DevOps Engineer,Tech Company 4,Ha Noi,7-20 millions,"AWS, Docker, K8s",Fresher,2024-03-12
Mobile Developer,Tech Company 491,Ha Noi,28-55 millions,"Kotlin, Android",Senior,2025-03-03
Frontend Developer,Tech Company 150,Ha Noi,16-31 millions,"ReactJS, TypeScript",Junior,2024-03-02
Backend Developer,Tech Company 333,Ha Noi,27-59 millions,"Go, Microservices",Senior,2025-10-06
Frontend Developer,Tech Company 386,Ha Noi,17-31 millions,"VueJS, Nuxt",Junior,2025-08-16
DevOps Engineer,Tech Company 408,,28-55 millions,"Azure, CI/CD, Terraform",Senior,2024-09-05
DevOps Engineer,Tech Company 252,Ho Chi Minh,,"Linux, Jenkins, Ansible",Junior,2025-12-27
DevOps Engineer,Tech Company 359,Ha Noi,,"Azure, CI/CD, Terraform",Senior,2025-04-06
Backend Developer,Tech Company 451,Ho Chi Minh,15-28 millions,"Java, Spring Boot",Junior,2024-08-14
AI/ML Engineer,Tech Company 157,Ho Chi Minh,18-28 millions,"Python, NLP, HuggingFace",Junior,2025-10-11
AI/ML Engineer,Tech Company 312,,17-30 millions,"Python, TensorFlow, CV",Junior,2024-05-30
Data Scientist,Tech Company 300,Ho Chi Minh,17-30 millions,"Python, Pandas, Scikit-learn",Junior,2024-05-31
Mobile Developer,Tech Company 330,Ho Chi Minh,9-17 millions,"Kotlin, Android",Fresher,2024-12-18
DevOps Engineer,Tech Company 332,Da Nang,12-26 millions,"Linux, Jenkins, Ansible",Junior,2025-05-11
Fullstack Developer,Tech Company 176,Ha Noi,18-27 millions,"Java, Angular, SQL",Junior,2024-03-07
Fullstack Developer,Tech Company 333,Ho Chi Minh,16-31 millions,"Java, Angular, SQL",Junior,2024-05-02
Backend Developer,Tech Company 205,Ha Noi,17-29 millions,"Java, Spring Boot",Junior,2024-02-03
Frontend Developer,Tech Company 447,Remote,26-55 millions,"Angular, RxJS",Senior,2025-07-04
Tester/QA,Tech Company 354,Ha Noi,7-20 millions,"Manual Testing, SQL",Fresher,2024-07-06
Data Scientist,Tech Company 137,Da Nang,,"Python, PyTorch, AWS",Lead,2025-09-15
Data Scientist,Tech Company 268,Ho Chi Minh,28-55 millions,"Python, PyTorch, AWS",Senior,2024-05-15
Data Scientist,Tech Company 275,Ho Chi Minh,,"Python, PyTorch, AWS",Junior,2024-04-10
Frontend Developer,Tech Company 102,Ho Chi Minh,43-79 millions,"VueJS, Nuxt",Lead,2025-05-02
Tester/QA,Tech Company 369,Ha Noi,9-19 millions,"Java, Appium",Fresher,2024-04-24
Data Scientist,Tech Company 1,,45-80 millions,"Python, PyTorch, AWS",Lead,2025-04-12
AI/ML Engineer,Tech Company 264,Ho Chi Minh,17-29 millions,"Python, NLP, HuggingFace",Junior,2025-05-09
AI/ML Engineer,Tech Company 258,Ha Noi,15-28 millions,"C++, CUDA, Computer Vision",Junior,2025-07-28
Fullstack Developer,Tech Company 241,Ho Chi Minh,14-31 millions,"Java, Angular, SQL",Junior,2025-06-05
Mobile Developer,Tech Company 327,Ho Chi Minh,14-31 millions,"Swift, iOS",Junior,2024-12-16
Data Scientist,Tech Company 157,Ha Noi,28-56 millions,"Python, Pandas, Scikit-learn",Senior,2025-05-28
Frontend Developer,Tech Company 80,Ha Noi,18-28 millions,"Angular, RxJS",Junior,2025-11-19
Mobile Developer,Tech Company 167,Ho Chi Minh,17-30 millions,React Native,Junior,2024-06-09
Mobile Developer,Tech Company 190,Remote,61-106 millions,"Swift, iOS",Manager,2024-11-06
DevOps Engineer,Tech Company 202,Ho Chi Minh,8-18 millions,"Linux, Jenkins, Ansible",Fresher,2025-07-30
Mobile Developer,Tech Company 500,Ho Chi Minh,29-56 millions,"Flutter, Dart",Senior,2024-05-23
Data Scientist,Tech Company 13,Ho Chi Minh,17-28 millions,"Python, Pandas, Scikit-learn",Junior,2025-01-17
DevOps Engineer,Tech Company 317,Ha Noi,16-28 millions,"Linux, Jenkins, Ansible",Junior,2024-08-08
Frontend Developer,Tech Company 483,Da Nang,21-46 millions,"ReactJS, TypeScript",Senior,2025-05-06
Backend Developer,Tech Company 128,Ha Noi,28-59 millions,"Node.js, Express",Senior,2025-05-13
Mobile Developer,Tech Company 276,Ha Noi,14-30 millions,"Flutter, Dart",Junior,2024-10-09
Frontend Developer,Tech Company 397,Da Nang,12-26 millions,"HTML, CSS, JS",Junior,2024-11-28
Fullstack Developer,Tech Company 225,Ha Noi,26-55 millions,"Python, VueJS, Docker",Senior,2024-03-31
AI/ML Engineer,Tech Company 72,Ha Noi,16-28 millions,"C++, CUDA, Computer Vision",Junior,2024-01-23
DevOps Engineer,Tech Company 95,Ho Chi Minh,29-57 millions,"Azure, CI/CD, Terraform",Senior,2024-08-07
DevOps Engineer,Tech Company 131,Ho Chi Minh,,"Azure, CI/CD, Terraform",Junior,2024-09-22
Fullstack Developer,Tech Company 409,Da Nang,,"React, Node.js, Mongo",Senior,2025-05-13
DevOps Engineer,Tech Company 448,Ha Noi,9-21 millions,"AWS, Docker, K8s",Fresher,2025-05-31
Tester/QA,Tech Company 290,Ha Noi,27-58 millions,"Java, Appium",Senior,2024-03-18
Frontend Developer,Tech Company 294,Ha Noi,9-20 millions,"VueJS, Nuxt",Fresher,2024-03-30
Data Scientist,Tech Company 239,Ha Noi,45-79 millions,"Python, Pandas, Scikit-learn",Lead,2024-10-10
Fullstack Developer,Tech Company 174,Da Nang,12-23 millions,"Python, VueJS, Docker",Junior,2025-08-12
Mobile Developer,Tech Company 425,Ha Noi,16-28 millions,"Flutter, Dart",Junior,2025-09-30
DevOps Engineer,Tech Company 346,Ho Chi Minh,15-31 millions,"Azure, CI/CD, Terraform",Junior,2025-08-21
Data Scientist,Tech Company 79,Ha Noi,29-59 millions,"Python, PyTorch, AWS",Senior,2025-08-13
AI/ML Engineer,Tech Company 400,Ho Chi Minh,14-30 millions,"Python, TensorFlow, CV",Junior,2024-02-10
Frontend Developer,Tech Company 107,Ho Chi Minh,10-21 millions,"Angular, RxJS",Fresher,2025-11-04
AI/ML Engineer,Tech Company 14,Ho Chi Minh,18-28 millions,"Python, TensorFlow, CV",Junior,2024-12-29
Tester/QA,Tech Company 445,Da Nang,8-15 millions,"Selenium, Python",Fresher,2025-03-30
Mobile Developer,Tech Company 395,Ha Noi,27-56 millions,"Flutter, Dart",Senior,2024-07-29
Frontend Developer,Tech Company 63,Ha Noi,16-30 millions,"VueJS, Nuxt",Junior,2025-06-12
Tester/QA,Tech Company 108,Ho Chi Minh,17-29 millions,"Java, Appium",Junior,2024-07-14
DevOps Engineer,Tech Company 9,Ha Noi,65-110 millions,"Azure, CI/CD, Terraform",Manager,2025-04-12
Mobile Developer,Tech Company 223,Ha Noi,,"Flutter, Dart",Fresher,2024-03-07
Data Scientist,Tech Company 449,Ha Noi,42-80 millions,"Python, PyTorch, AWS",Lead,2025-02-03
AI/ML Engineer,Tech Company 434,Remote,16-27 millions,"C++, CUDA, Computer Vision",Junior,2024-05-24
Fullstack Developer,Tech Company 32,Ha Noi,15-30 millions,"Python, VueJS, Docker",Junior,2024-02-09
AI/ML Engineer,Tech Company 89,Ho Chi Minh,27-59 millions,"Python, NLP, HuggingFace",Senior,2025-03-05
Fullstack Developer,Tech Company 451,Ha Noi,17-30 millions,"Python, VueJS, Docker",Junior,2025-01-08
Backend Developer,Tech Company 466,Ha Noi,42-79 millions,"Node.js, Express",Lead,2025-01-17
Backend Developer,Tech Company 377,Ha Noi,26-59 millions,"Python, Django",Senior,2024-02-05
Backend Developer,Tech Company 81,Da Nang,37-66 millions,"Node.js, Express",Lead,2024-06-22
Data Scientist,Tech Company 238,Ho Chi Minh,8-16 millions,"Python, Pandas, Scikit-learn",Fresher,2025-05-02
Tester/QA,Tech Company 160,Da Nang,55-94 millions,"Manual Testing, SQL",Manager,2024-01-01
AI/ML Engineer,Tech Company 343,Da Nang,12-25 millions,"Python, TensorFlow, CV",Junior,2025-09-20
Data Scientist,Tech Company 116,Ha Noi,26-55 millions,"Python, Pandas, Scikit-learn",Senior,2024-05-26
Mobile Developer,Tech Company 129,Ha Noi,29-55 millions,"Swift, iOS",Senior,2024-08-19
DevOps Engineer,Tech Company 265,Ha Noi,18-30 millions,"Linux, Jenkins, Ansible",Junior,2025-06-16
Fullstack Developer,Tech Company 378,Da Nang,22-48 millions,"Java, Angular, SQL",Senior,2025-08-16
Mobile Developer,Tech Company 74,Ho Chi Minh,45-81 millions,"Flutter, Dart",Lead,2024-01-15
Data Scientist,Tech Company 248,Ha Noi,27-55 millions,"Python, Pandas, Scikit-learn",Senior,2025-05-07
Mobile Developer,Tech Company 280,Ho Chi Minh,45-79 millions,"Kotlin, Android",Lead,2024-09-26
DevOps Engineer,Tech Company 414,Ha Noi,18-28 millions,"Azure, CI/CD, Terraform",Junior,2024-12-15
Tester/QA,Tech Company 135,Ha Noi,44-78 millions,"Selenium, Python",Lead,2025-06-15
Backend Developer,Tech Company 62,Ho Chi Minh,7-21 millions,"Java, Spring Boot",Fresher,2024-04-23
DevOps Engineer,Tech Company 495,Ho Chi Minh,27-57 millions,"Azure, CI/CD, Terraform",Senior,2024-03-25
Mobile Developer,Tech Company 102,Ha Noi,42-80 millions,React Native,Lead,2024-01-18
Fullstack Developer,Tech Company 186,Ho Chi Minh,28-57 millions,"Python, VueJS, Docker",Senior,2025-06-29
Fullstack Developer,Tech Company 325,Ha Noi,26-58 millions,"Java, Angular, SQL",Senior,2025-10-12
Fullstack Developer,Tech Company 143,Ho Chi Minh,45-80 millions,"Python, VueJS, Docker",Lead,2024-07-26
Mobile Developer,Tech Company 458,Remote,,"Swift, iOS",Fresher,2025-03-07
AI/ML Engineer,Tech Company 160,Ho Chi Minh,14-31 millions,"Python, TensorFlow, CV",Junior,2025-11-15
Frontend Developer,Tech Company 422,Ha Noi,17-28 millions,"ReactJS, TypeScript",Junior,2025-05-07
Data Scientist,Tech Company 303,Remote,16-29 millions,"SQL, Tableau, Python",Junior,2025-02-04
Frontend Developer,Tech Company 64,Ha Noi,18-28 millions,"VueJS, Nuxt",Junior,2025-02-15
Fullstack Developer,Tech Company 6,Ha Noi,,"React, Node.js, Mongo",Senior,2024-12-01
Frontend Developer,Tech Company 278,Ha Noi,26-57 millions,"HTML, CSS, JS",Senior,2024-05-07
Frontend Developer,Tech Company 196,Ha Noi,29-59 millions,"Angular, RxJS",Senior,2024-02-11
Tester/QA,Tech Company 444,Ho Chi Minh,27-59 millions,"Automation, Cypress",Senior,2025-12-09
Data Scientist,Tech Company 492,Ha Noi,25-59 millions,"Python, PyTorch, AWS",Senior,2025-09-09
Tester/QA,Tech Company 432,Ho Chi Minh,27-58 millions,"Automation, Cypress",Senior,2024-10-13
AI/ML Engineer,Tech Company 183,Ho Chi Minh,27-57 millions,"C++, CUDA, Computer Vision",Senior,2024-09-14
Tester/QA,Tech Company 341,Ho Chi Minh,9-17 millions,"Manual Testing, SQL",Fresher,2025-03-20
Tester/QA,Tech Company 196,Can Tho,13-26 millions,"Automation, Cypress",Junior,2025-11-14
Frontend Developer,Tech Company 298,Ho Chi Minh,7-20 millions,"ReactJS, TypeScript",Fresher,2025-01-04
Mobile Developer,Tech Company 404,Da Nang,23-45 millions,"Kotlin, Android",Senior,2025-10-24
Backend Developer,Tech Company 343,Ha Noi,17-30 millions,"Node.js, Express",Junior,2025-03-18
Fullstack Developer,Tech Company 472,Ho Chi Minh,44-78 millions,"React, Node.js, Mongo",Lead,2024-10-26
Tester/QA,Tech Company 499,,15-30 millions,"Java, Appium",Junior,2024-12-26
Backend Developer,Tech Company 394,Ho Chi Minh,65-114 millions,"Go, Microservices",Manager,2024-09-26
DevOps Engineer,Tech Company 433,Ho Chi Minh,27-56 millions,"Linux, Jenkins, Ansible",Senior,2024-06-25
DevOps Engineer,Tech Company 163,Ho Chi Minh,16-31 millions,"Linux, Jenkins, Ansible",Junior,2024-08-21
Frontend Developer,Tech Company 388,Ho Chi Minh,26-57 millions,"HTML, CSS, JS",Senior,2024-07-09
Tester/QA,Tech Company 387,Ho Chi Minh,15-29 millions,"Java, Appium",Junior,2025-01-05
Backend Developer,Tech Company 359,Ho Chi Minh,15-29 millions,"Python, Django",Junior,2025-06-02
Fullstack Developer,Tech Company 47,Ho Chi Minh,27-55 millions,"Java, Angular, SQL",Senior,2024-04-05
Mobile Developer,Tech Company 204,Da Nang,21-46 millions,"Swift, iOS",Senior,2024-12-28
AI/ML Engineer,Tech Company 227,Ho Chi Minh,9-16 millions,"C++, CUDA, Computer Vision",Fresher,2024-08-18
Fullstack Developer,Tech Company 427,Ho Chi Minh,29-55 millions,"Python, VueJS, Docker",Senior,2024-08-17
Data Scientist,Tech Company 152,Ho Chi Minh,28-56 millions,"SQL, Tableau, Python",Senior,2024-01-13
Tester/QA,Tech Company 99,Ho Chi Minh,16-30 millions,"Automation, Cypress",Junior,2025-08-04
Mobile Developer,Tech Company 412,Ha Noi,17-31 millions,"Kotlin, Android",Junior,2025-01-07
DevOps Engineer,Tech Company 69,Ho Chi Minh,26-56 millions,"AWS, Docker, K8s",Senior,2025-12-10
Data Scientist,Tech Company 363,Ha Noi,16-27 millions,"Python, PyTorch, AWS",Junior,2025-06-03
Data Scientist,Tech Company 421,Ho Chi Minh,15-31 millions,"Python, PyTorch, AWS",Junior,2025-07-21
Backend Developer,Tech Company 34,Ha Noi,66-112 millions,"Node.js, Express",Manager,2025-03-22
Tester/QA,Tech Company 76,Ho Chi Minh,67-112 millions,"Selenium, Python",Manager,2025-12-24
AI/ML Engineer,Tech Company 366,Ho Chi Minh,7-20 millions,"C++, CUDA, Computer Vision",Fresher,2024-01-29
Fullstack Developer,Tech Company 357,Ho Chi Minh,,"Java, Angular, SQL",Senior,2025-07-05
Mobile Developer,Tech Company 162,Ho Chi Minh,28-59 millions,React Native,Senior,2025-08-23
Backend Developer,Tech Company 315,Remote,,"Go, Microservices",Lead,2024-03-13
Fullstack Developer,Tech Company 428,Ho Chi Minh,7-21 millions,"Python, VueJS, Docker",Fresher,2024-07-02
Tester/QA,Tech Company 294,Ha Noi,15-27 millions,"Selenium, Python",Junior,2025-02-17
Mobile Developer,Tech Company 94,Ha Noi,28-55 millions,"Kotlin, Android",Senior,2024-12-17
Mobile Developer,Tech Company 103,Ho Chi Minh,8-17 millions,"Swift, iOS",Fresher,2025-02-15
Frontend Developer,Tech Company 11,,15-26 millions,"Angular, RxJS",Junior,2024-09-20
Backend Developer,Tech Company 7,Ho Chi Minh,42-77 millions,"Go, Microservices",Lead,2025-06-25
Backend Developer,Tech Company 326,Ho Chi Minh,10-21 millions,"Go, Microservices",Fresher,2024-07-12
Data Scientist,Tech Company 308,Ho Chi Minh,25-58 millions,"SQL, Tableau, Python",Senior,2024-06-07
Tester/QA,Tech Company 16,Ho Chi Minh,16-31 millions,"Manual Testing, SQL",Junior,2025-03-31
Frontend Developer,Tech Company 93,Da Nang,,"Angular, RxJS",Senior,2025-11-30
Frontend Developer,Tech Company 472,Ho Chi Minh,26-55 millions,"HTML, CSS, JS",Senior,2025-09-19
Mobile Developer,Tech Company 174,Ha Noi,18-30 millions,"Kotlin, Android",Junior,2024-03-08
Tester/QA,Tech Company 470,Ho Chi Minh,17-27 millions,"Manual Testing, SQL",Junior,2024-03-01
Frontend Developer,Tech Company 289,Ha Noi,66-111 millions,"ReactJS, TypeScript",Manager,2025-06-23
Mobile Developer,Tech Company 150,,26-55 millions,React Native,Senior,2024-07-21
Mobile Developer,Tech Company 165,Ho Chi Minh,42-77 millions,"Kotlin, Android",Lead,2024-04-16
AI/ML Engineer,Tech Company 358,Ha Noi,29-58 millions,"Python, NLP, HuggingFace",Senior,2025-12-01
Data Scientist,Tech Company 278,Ha Noi,8-19 millions,"Python, Pandas, Scikit-learn",Fresher,2025-08-07
Backend Developer,Tech Company 181,Ho Chi Minh,14-29 millions,"Python, Django",Junior,2024-07-11
Mobile Developer,Tech Company 467,,66-113 millions,React Native,Manager,2024-02-15
Fullstack Developer,Tech Company 254,Ha Noi,17-27 millions,"React, Node.js, Mongo",Junior,2024-07-27
Backend Developer,Tech Company 60,Ha Noi,18-28 millions,"Python, Django",Junior,2025-12-06
Data Scientist,Tech Company 200,Ho Chi Minh,45-81 millions,"Python, PyTorch, AWS",Lead,2024-06-30
Mobile Developer,Tech Company 343,Ho Chi Minh,26-57 millions,"Flutter, Dart",Senior,2025-09-28
AI/ML Engineer,Tech Company 210,Da Nang,15-25 millions,"Python, TensorFlow, CV",Junior,2024-10-06
Mobile Developer,Tech Company 130,Ho Chi Minh,26-59 millions,"Kotlin, Android",Senior,2025-05-14
Mobile Developer,Tech Company 354,Ha Noi,28-57 millions,"Flutter, Dart",Senior,2025-11-09
Frontend Developer,Tech Company 275,Ha Noi,18-29 millions,"VueJS, Nuxt",Junior,2024-07-06
AI/ML Engineer,Tech Company 275,Da Nang,14-25 millions,"C++, CUDA, Computer Vision",Junior,2024-10-18
AI/ML Engineer,Tech Company 487,Da Nang,14-24 millions,"Python, TensorFlow, CV",Junior,2024-07-25
Data Scientist,Tech Company 56,Ha Noi,8-16 millions,"Python, Pandas, Scikit-learn",Fresher,2025-05-05
Mobile Developer,Tech Company 124,Ho Chi Minh,7-19 millions,React Native,Fresher,2024-03-10
Fullstack Developer,Tech Company 393,Ho Chi Minh,16-27 millions,"Java, Angular, SQL",Junior,2025-05-30
DevOps Engineer,Tech Company 441,Ha Noi,66-114 millions,"AWS, Docker, K8s",Manager,2024-12-15
DevOps Engineer,Tech Company 195,Da Nang,52-93 millions,"Azure, CI/CD, Terraform",Manager,2025-02-04
Frontend Developer,Tech Company 370,Ho Chi Minh,15-28 millions,"VueJS, Nuxt",Junior,2025-11-04
Frontend Developer,Tech Company 74,Da Nang,13-23 millions,"VueJS, Nuxt",Junior,2024-06-13
Frontend Developer,Tech Company 369,Ho Chi Minh,27-57 millions,"ReactJS, TypeScript",Senior,2025-09-25
DevOps Engineer,Tech Company 4,Da Nang,12-23 millions,"AWS, Docker, K8s",Junior,2024-08-27
Mobile Developer,Tech Company 289,Ha Noi,17-31 millions,"Flutter, Dart",Junior,2024-02-06
Tester/QA,Tech Company 467,Ho Chi Minh,26-58 millions,"Automation, Cypress",Senior,2025-04-05
AI/ML Engineer,Tech Company 471,Ha Noi,29-58 millions,"Python, NLP, HuggingFace",Senior,2025-05-05
DevOps Engineer,Tech Company 494,Ha Noi,42-80 millions,"AWS, Docker, K8s",Lead,2024-06-27
Fullstack Developer,Tech Company 74,Can Tho,54-92 millions,"Java, Angular, SQL",Manager,2024-11-03
Data Scientist,Tech Company 483,Ho Chi Minh,7-19 millions,"SQL, Tableau, Python",Fresher,2024-08-01
Tester/QA,Tech Company 173,Da Nang,13-24 millions,"Automation, Cypress",Junior,2025-01-07
Data Scientist,Tech Company 486,,15-28 millions,"Python, Pandas, Scikit-learn",Junior,2024-07-18
DevOps Engineer,Tech Company 192,Ha Noi,44-80 millions,"Azure, CI/CD, Terraform",Lead,2025-02-22
Fullstack Developer,Tech Company 464,Ho Chi Minh,25-58 millions,"Java, Angular, SQL",Senior,2024-11-03
Mobile Developer,Tech Company 338,Ha Noi,26-56 millions,"Flutter, Dart",Senior,2024-06-09
Fullstack Developer,Tech Company 342,Ha Noi,14-28 millions,"Java, Angular, SQL",Junior,2025-08-04
Fullstack Developer,Tech Company 78,Remote,15-30 millions,"Python, VueJS, Docker",Junior,2024-07-21
Fullstack Developer,Tech Company 272,Ha Noi,15-32 millions,"Java, Angular, SQL",Junior,2025-09-19
