Job Title,Company,Location,Salary,Skills,Experience,Posted Date,Avg_Salary_Million,Exp_Level
Frontend Developer,Tech Company 395,Ha Noi,15-32 millions,"html, css, js",Junior,2025-02-10,23.5,2
Frontend Developer,Tech Company 49,Ho Chi Minh,15-31 millions,"angular, rxjs",Junior,2024-03-26,23.0,2
Tester/QA,Tech Company 268,Ho Chi Minh,25-57 millions,"manual testing, sql",Senior,2025-04-29,41.0,3
Data Scientist,Tech Company 380,Ha Noi,28-56 millions,"python, pandas, scikit-learn",Senior,2024-11-14,42.0,3
DevOps Engineer,Tech Company 138,Ho Chi Minh,16-29 millions,"linux, jenkins, ansible",Junior,2024-01-06,22.5,2
Tester/QA,Tech Company 237,Ha Noi,26-58 millions,"automation, cypress",Senior,2024-11-25,42.0,3
Frontend Developer,Tech Company 388,Ha Noi,27-55 millions,"reactjs, typescript",Senior,2024-05-10,41.0,3
Frontend Developer,Tech Company 20,Ha Noi,7-20 millions,"vuejs, nuxt",Fresher,2024-04-26,13.5,1
Fullstack Developer,Tech Company 488,Ho Chi Minh,26-58 millions,"react, node.js, mongo",Senior,2025-09-20,42.0,3
AI/ML Engineer,Tech Company 85,Ha Noi,27-59 millions,"python, nlp, huggingface",Senior,2024-05-18,43.0,3
Frontend Developer,Tech Company 305,Ho Chi Minh,15-27 millions,"html, css, js",Junior,2025-04-24,21.0,2
Data Scientist,Tech Company 146,Ho Chi Minh,17-32 millions,"sql, tableau, python",Junior,2024-10-08,24.5,2
AI/ML Engineer,Tech Company 288,Da Nang,22-47 millions,"python, nlp, huggingface",Senior,2024-09-17,34.5,3
Frontend Developer,Tech Company 135,Ha Noi,25-56 millions,"vuejs, nuxt",Senior,2024-07-01,40.5,3
Mobile Developer,Tech Company 142,Ho Chi Minh,27-59 millions,"swift, ios",Senior,2025-09-11,43.0,3
Tester/QA,Tech Company 47,Ha Noi,64-113 millions,"manual testing, sql",Manager,2024-08-09,88.5,5
Fullstack Developer,Tech Company 459,Ha Noi,43-77 millions,"react, node.js, mongo",Lead,2024-03-20,60.0,4
Tester/QA,Tech Company 390,Ho Chi Minh,66-111 millions,"automation, cypress",Manager,2025-05-27,88.5,5
Mobile Developer,Tech Company 163,Ha Noi,9-18 millions,"kotlin, android",Fresher,2025-06-18,13.5,1
Data Scientist,Tech Company 74,Da Nang,24-49 millions,"python, pandas, scikit-learn",Senior,2025-12-29,36.5,3
Tester/QA,Tech Company 334,Ha Noi,28-57 millions,"java, appium",Senior,2025-03-21,42.5,3
DevOps Engineer,Tech Company 110,Ho Chi Minh,17-29 millions,"azure, ci/cd, terraform",Junior,2025-03-10,23.0,2
Backend Developer,Tech Company 258,Ha Noi,15-32 millions,"go, microservices",Junior,2024-09-16,23.5,2
Backend Developer,Tech Company 361,Ha Noi,44-78 millions,"go, microservices",Lead,2025-12-13,61.0,4
Frontend Developer,Tech Company 79,Da Nang,12-25 millions,"reactjs, typescript",Junior,2025-12-31,18.5,2
Fullstack Developer,Tech Company 228,Ho Chi Minh,27-59 millions,"react, node.js, mongo",Senior,2024-02-27,43.0,3
Frontend Developer,Tech Company 378,Ho Chi Minh,29-55 millions,"angular, rxjs",Senior,2025-09-20,42.0,3
DevOps Engineer,Tech Company 265,Ha Noi,7-21 millions,"linux, jenkins, ansible",Fresher,2025-01-10,14.0,1
Mobile Developer,Tech Company 76,Ha Noi,7-20 millions,"flutter, dart",Fresher,2025-05-28,13.5,1
Tester/QA,Tech Company 210,Ho Chi Minh,26-55 millions,"selenium, python",Senior,2025-06-01,40.5,3
Backend Developer,Tech Company 239,Ha Noi,15-29 millions,"go, microservices",Junior,2024-12-15,22.0,2
Tester/QA,Tech Company 96,Ha Noi,25-55 millions,"selenium, python",Senior,2024-03-29,40.0,3
Backend Developer,Tech Company 236,Ha Noi,17-28 millions,"java, spring boot",Junior,2025-01-18,22.5,2
Data Scientist,Tech Company 383,Ha Noi,10-19 millions,"sql, tableau, python",Fresher,2024-07-14,14.5,1
Backend Developer,Tech Company 290,Ho Chi Minh,28-55 millions,"node.js, express",Senior,2024-05-23,41.5,3
Data Scientist,Tech Company 133,Ho Chi Minh,18-28 millions,"sql, tableau, python",Junior,2024-10-29,23.0,2
Tester/QA,Tech Company 268,Ho Chi Minh,27-56 millions,"java, appium",Senior,2025-10-19,41.5,3
Fullstack Developer,Tech Company 276,Ha Noi,18-30 millions,"react, node.js, mongo",Junior,2024-06-08,24.0,2
Mobile Developer,Tech Company 107,Can Tho,23-48 millions,"swift, ios",Senior,2024-10-22,35.5,3
AI/ML Engineer,Tech Company 240,Remote,15-27 millions,"python, tensorflow, cv",Junior,2024-08-11,21.0,2
Fullstack Developer,Tech Company 289,Da Nang,12-25 millions,"java, angular, sql",Junior,2025-01-16,18.5,2
Backend Developer,Tech Company 82,Ha Noi,17-30 millions,"go, microservices",Junior,2024-01-09,23.5,2
Frontend Developer,Tech Company 280,Ho Chi Minh,18-29 millions,"vuejs, nuxt",Junior,2025-04-23,23.5,2
Tester/QA,Tech Company 130,Ho Chi Minh,17-29 millions,"automation, cypress",Junior,2024-09-06,23.0,2
Tester/QA,Tech Company 391,Ha Noi,26-59 millions,"automation, cypress",Senior,2024-08-27,42.5,3
Frontend Developer,Tech Company 206,Da Nang,35-64 millions,"html, css, js",Lead,2025-08-14,49.5,4
AI/ML Engineer,Tech Company 224,Da Nang,5-14 millions,"python, nlp, huggingface",Fresher,2024-07-27,9.5,1
DevOps Engineer,Tech Company 282,Ho Chi Minh,8-18 millions,"aws, docker, k8s",Fresher,2025-04-27,13.0,1
Tester/QA,Tech Company 199,Ha Noi,28-58 millions,"automation, cypress",Senior,2024-04-08,43.0,3
Fullstack Developer,Tech Company 374,Ha Noi,9-20 millions,"java, angular, sql",Fresher,2025-11-21,14.5,1
Frontend Developer,Tech Company 14,Ha Noi,43-80 millions,"angular, rxjs",Lead,2025-08-23,61.5,4
Data Scientist,Tech Company 313,Ha Noi,15-30 millions,"sql, tableau, python",Junior,2024-01-02,22.5,2
Fullstack Developer,Tech Company 421,Ho Chi Minh,15-29 millions,"java, angular, sql",Junior,2025-11-22,22.0,2
Mobile Developer,Tech Company 239,Ho Chi Minh,15-30 millions,react native,Junior,2024-04-18,22.5,2
Frontend Developer,Tech Company 66,Ho Chi Minh,28-55 millions,"html, css, js",Senior,2024-11-22,41.5,3
AI/ML Engineer,Tech Company 258,Ho Chi Minh,28-58 millions,"c++, cuda, computer vision",Senior,2025-04-06,43.0,3
DevOps Engineer,Tech Company 218,Ha Noi,18-28 millions,"linux, jenkins, ansible",Junior,2024-07-02,23.0,2
Frontend Developer,Tech Company 303,Ho Chi Minh,25-59 millions,"vuejs, nuxt",Senior,2025-12-25,42.0,3
Tester/QA,Tech Company 445,Ha Noi,14-28 millions,"automation, cypress",Junior,2024-05-04,21.0,2
DevOps Engineer,Tech Company 278,Ho Chi Minh,16-30 millions,"azure, ci/cd, terraform",Junior,2024-01-25,23.0,2
Mobile Developer,Tech Company 306,Ho Chi Minh,16-28 millions,"flutter, dart",Junior,2024-02-06,22.0,2
Mobile Developer,Tech Company 373,Ha Noi,7-19 millions,react native,Fresher,2024-05-09,13.0,1
AI/ML Engineer,Tech Company 471,Ha Noi,10-19 millions,"python, nlp, huggingface",Fresher,2024-09-06,14.5,1
Tester/QA,Tech Company 312,Ha Noi,25-56 millions,"selenium, python",Senior,2024-05-30,40.5,3
Frontend Developer,Tech Company 475,Ha Noi,66-113 millions,"html, css, js",Manager,2024-12-11,89.5,5
Mobile Developer,Tech Company 381,Ho Chi Minh,26-58 millions,"flutter, dart",Senior,2025-10-30,42.0,3
Mobile Developer,Tech Company 316,Ha Noi,45-79 millions,"flutter, dart",Lead,2024-11-06,62.0,4
Data Scientist,Tech Company 111,Da Nang,23-46 millions,"python, pytorch, aws",Senior,2025-04-29,34.5,3
Fullstack Developer,Tech Company 466,Ho Chi Minh,27-55 millions,"java, angular, sql",Senior,2025-02-12,41.0,3
Backend Developer,Tech Company 67,Ho Chi Minh,15-31 millions,"node.js, express",Junior,2025-11-03,23.0,2
DevOps Engineer,Tech Company 114,Ha Noi,15-27 millions,"aws, docker, k8s",Junior,2024-11-28,21.0,2
Tester/QA,Tech Company 244,Ho Chi Minh,9-18 millions,"automation, cypress",Fresher,2025-02-02,13.5,1
DevOps Engineer,Tech Company 438,Ho Chi Minh,43-79 millions,"azure, ci/cd, terraform",Lead,2025-04-18,61.0,4
Fullstack Developer,Tech Company 437,Ho Chi Minh,27-57 millions,"python, vuejs, docker",Senior,2025-11-07,42.0,3
Tester/QA,Tech Company 190,Ho Chi Minh,25-58 millions,"java, appium",Senior,2025-06-26,41.5,3
Tester/QA,Tech Company 320,Ha Noi,14-30 millions,"automation, cypress",Junior,2024-06-19,22.0,2
Backend Developer,Tech Company 193,Ho Chi Minh,16-29 millions,"go, microservices",Junior,2024-08-28,22.5,2
Frontend Developer,Tech Company 293,Ho Chi Minh,43-78 millions,"reactjs, typescript",Lead,2024-04-23,60.5,4
Mobile Developer,Tech Company 143,Da Nang,12-23 millions,"kotlin, android",Junior,2025-09-05,17.5,2
Frontend Developer,Tech Company 440,Ho Chi Minh,16-30 millions,"angular, rxjs",Junior,2024-08-18,23.0,2
AI/ML Engineer,Tech Company 148,Ha Noi,15-31 millions,"python, nlp, huggingface",Junior,2025-02-13,23.0,2
Tester/QA,Tech Company 335,Ha Noi,9-16 millions,"manual testing, sql",Fresher,2025-08-17,12.5,1
Data Scientist,Tech Company 318,Ho Chi Minh,14-28 millions,"python, pytorch, aws",Junior,2025-09-16,21.0,2
Mobile Developer,Tech Company 321,Ho Chi Minh,26-56 millions,"flutter, dart",Senior,2025-08-05,41.0,3
DevOps Engineer,Tech Company 200,Ho Chi Minh,17-31 millions,"aws, docker, k8s",Junior,2025-10-31,24.0,2
Fullstack Developer,Tech Company 242,Da Nang,21-49 millions,"java, angular, sql",Senior,2024-06-28,35.0,3
DevOps Engineer,Tech Company 296,Da Nang,35-67 millions,"aws, docker, k8s",Lead,2024-07-30,51.0,4
Tester/QA,Tech Company 329,Ho Chi Minh,17-32 millions,"manual testing, sql",Junior,2025-05-27,24.5,2
DevOps Engineer,Tech Company 4,Ha Noi,7-20 millions,"aws, docker, k8s",Fresher,2024-03-12,13.5,1
Mobile Developer,Tech Company 491,Ha Noi,28-55 millions,"kotlin, android",Senior,2025-03-03,41.5,3
Frontend Developer,Tech Company 150,Ha Noi,16-31 millions,"reactjs, typescript",Junior,2024-03-02,23.5,2
Backend Developer,Tech Company 333,Ha Noi,27-59 millions,"go, microservices",Senior,2025-10-06,43.0,3
Frontend Developer,Tech Company 386,Ha Noi,17-31 millions,"vuejs, nuxt",Junior,2025-08-16,24.0,2
Backend Developer,Tech Company 451,Ho Chi Minh,15-28 millions,"java, spring boot",Junior,2024-08-14,21.5,2
AI/ML Engineer,Tech Company 157,Ho Chi Minh,18-28 millions,"python, nlp, huggingface",Junior,2025-10-11,23.0,2
Data Scientist,Tech Company 300,Ho Chi Minh,17-30 millions,"python, pandas, scikit-learn",Junior,2024-05-31,23.5,2
Mobile Developer,Tech Company 330,Ho Chi Minh,9-17 millions,"kotlin, android",Fresher,2024-12-18,13.0,1
DevOps Engineer,Tech Company 332,Da Nang,12-26 millions,"linux, jenkins, ansible",Junior,2025-05-11,19.0,2
Fullstack Developer,Tech Company 176,Ha Noi,18-27 millions,"java, angular, sql",Junior,2024-03-07,22.5,2
Fullstack Developer,Tech Company 333,Ho Chi Minh,16-31 millions,"java, angular, sql",Junior,2024-05-02,23.5,2
Backend Developer,Tech Company 205,Ha Noi,17-29 millions,"java, spring boot",Junior,2024-02-03,23.0,2
Frontend Developer,Tech Company 447,Remote,26-55 millions,"angular, rxjs",Senior,2025-07-04,40.5,3
Tester/QA,Tech Company 354,Ha Noi,7-20 millions,"manual testing, sql",Fresher,2024-07-06,13.5,1
Data Scientist,Tech Company 268,Ho Chi Minh,28-55 millions,"python, pytorch, aws",Senior,2024-05-15,41.5,3
Frontend Developer,Tech Company 102,Ho Chi Minh,43-79 millions,"vuejs, nuxt",Lead,2025-05-02,61.0,4
Tester/QA,Tech Company 369,Ha Noi,9-19 millions,"java, appium",Fresher,2024-04-24,14.0,1
AI/ML Engineer,Tech Company 264,Ho Chi Minh,17-29 millions,"python, nlp, huggingface",Junior,2025-05-09,23.0,2
AI/ML Engineer,Tech Company 258,Ha Noi,15-28 millions,"c++, cuda, computer vision",Junior,2025-07-28,21.5,2
Fullstack Developer,Tech Company 241,Ho Chi Minh,14-31 millions,"java, angular, sql",Junior,2025-06-05,22.5,2
Mobile Developer,Tech Company 327,Ho Chi Minh,14-31 millions,"swift, ios",Junior,2024-12-16,22.5,2
Data Scientist,Tech Company 157,Ha Noi,28-56 millions,"python, pandas, scikit-learn",Senior,2025-05-28,42.0,3
Frontend Developer,Tech Company 80,Ha Noi,18-28 millions,"angular, rxjs",Junior,2025-11-19,23.0,2
Mobile Developer,Tech Company 167,Ho Chi Minh,17-30 millions,react native,Junior,2024-06-09,23.5,2
Mobile Developer,Tech Company 190,Remote,61-106 millions,"swift, ios",Manager,2024-11-06,83.5,5
DevOps Engineer,Tech Company 202,Ho Chi Minh,8-18 millions,"linux, jenkins, ansible",Fresher,2025-07-30,13.0,1
Mobile Developer,Tech Company 500,Ho Chi Minh,29-56 millions,"flutter, dart",Senior,2024-05-23,42.5,3
Data Scientist,Tech Company 13,Ho Chi Minh,17-28 millions,"python, pandas, scikit-learn",Junior,2025-01-17,22.5,2
DevOps Engineer,Tech Company 317,Ha Noi,16-28 millions,"linux, jenkins, ansible",Junior,2024-08-08,22.0,2
Frontend Developer,Tech Company 483,Da Nang,21-46 millions,"reactjs, typescript",Senior,2025-05-06,33.5,3
Backend Developer,Tech Company 128,Ha Noi,28-59 millions,"node.js, express",Senior,2025-05-13,43.5,3
Mobile Developer,Tech Company 276,Ha Noi,14-30 millions,"flutter, dart",Junior,2024-10-09,22.0,2
Frontend Developer,Tech Company 397,Da Nang,12-26 millions,"html, css, js",Junior,2024-11-28,19.0,2
Fullstack Developer,Tech Company 225,Ha Noi,26-55 millions,"python, vuejs, docker",Senior,2024-03-31,40.5,3
AI/ML Engineer,Tech Company 72,Ha Noi,16-28 millions,"c++, cuda, computer vision",Junior,2024-01-23,22.0,2
DevOps Engineer,Tech Company 95,Ho Chi Minh,29-57 millions,"azure, ci/cd, terraform",Senior,2024-08-07,43.0,3
DevOps Engineer,Tech Company 448,Ha Noi,9-21 millions,"aws, docker, k8s",Fresher,2025-05-31,15.0,1
Tester/QA,Tech Company 290,Ha Noi,27-58 millions,"java, appium",Senior,2024-03-18,42.5,3
Frontend Developer,Tech Company 294,Ha Noi,9-20 millions,"vuejs, nuxt",Fresher,2024-03-30,14.5,1
Data Scientist,Tech Company 239,Ha Noi,45-79 millions,"python, pandas, scikit-learn",Lead,2024-10-10,62.0,4
Fullstack Developer,Tech Company 174,Da Nang,12-23 millions,"python, vuejs, docker",Junior,2025-08-12,17.5,2
Mobile Developer,Tech Company 425,Ha Noi,16-28 millions,"flutter, dart",Junior,2025-09-30,22.0,2
DevOps Engineer,Tech Company 346,Ho Chi Minh,15-31 millions,"azure, ci/cd, terraform",Junior,2025-08-21,23.0,2
Data Scientist,Tech Company 79,Ha Noi,29-59 millions,"python, pytorch, aws",Senior,2025-08-13,44.0,3
AI/ML Engineer,Tech Company 400,Ho Chi Minh,14-30 millions,"python, tensorflow, cv",Junior,2024-02-10,22.0,2
Frontend Developer,Tech Company 107,Ho Chi Minh,10-21 millions,"angular, rxjs",Fresher,2025-11-04,15.5,1
AI/ML Engineer,Tech Company 14,Ho Chi Minh,18-28 millions,"python, tensorflow, cv",Junior,2024-12-29,23.0,2
Tester/QA,Tech Company 445,Da Nang,8-15 millions,"selenium, python",Fresher,2025-03-30,11.5,1
Mobile Developer,Tech Company 395,Ha Noi,27-56 millions,"flutter, dart",Senior,2024-07-29,41.5,3
Frontend Developer,Tech Company 63,Ha Noi,16-30 millions,"vuejs, nuxt",Junior,2025-06-12,23.0,2
Tester/QA,Tech Company 108,Ho Chi Minh,17-29 millions,"java, appium",Junior,2024-07-14,23.0,2
DevOps Engineer,Tech Company 9,Ha Noi,65-110 millions,"azure, ci/cd, terraform",Manager,2025-04-12,87.5,5
Data Scientist,Tech Company 449,Ha Noi,42-80 millions,"python, pytorch, aws",Lead,2025-02-03,61.0,4
AI/ML Engineer,Tech Company 434,Remote,16-27 millions,"c++, cuda, computer vision",Junior,2024-05-24,21.5,2
Fullstack Developer,Tech Company 32,Ha Noi,15-30 millions,"python, vuejs, docker",Junior,2024-02-09,22.5,2
AI/ML Engineer,Tech Company 89,Ho Chi Minh,27-59 millions,"python, nlp, huggingface",Senior,2025-03-05,43.0,3
Fullstack Developer,Tech Company 451,Ha Noi,17-30 millions,"python, vuejs, docker",Junior,2025-01-08,23.5,2
Backend Developer,Tech Company 466,Ha Noi,42-79 millions,"node.js, express",Lead,2025-01-17,60.5,4
Backend Developer,Tech Company 377,Ha Noi,26-59 millions,"python, django",Senior,2024-02-05,42.5,3
Backend Developer,Tech Company 81,Da Nang,37-66 millions,"node.js, express",Lead,2024-06-22,51.5,4
Data Scientist,Tech Company 238,Ho Chi Minh,8-16 millions,"python, pandas, scikit-learn",Fresher,2025-05-02,12.0,1
Tester/QA,Tech Company 160,Da Nang,55-94 millions,"manual testing, sql",Manager,2024-01-01,74.5,5
AI/ML Engineer,Tech Company 343,Da Nang,12-25 millions,"python, tensorflow, cv",Junior,2025-09-20,18.5,2
Data Scientist,Tech Company 116,Ha Noi,26-55 millions,"python, pandas, scikit-learn",Senior,2024-05-26,40.5,3
Mobile Developer,Tech Company 129,Ha Noi,29-55 millions,"swift, ios",Senior,2024-08-19,42.0,3
DevOps Engineer,Tech Company 265,Ha Noi,18-30 millions,"linux, jenkins, ansible",Junior,2025-06-16,24.0,2
Fullstack Developer,Tech Company 378,Da Nang,22-48 millions,"java, angular, sql",Senior,2025-08-16,35.0,3
Mobile Developer,Tech Company 74,Ho Chi Minh,45-81 millions,"flutter, dart",Lead,2024-01-15,63.0,4
Data Scientist,Tech Company 248,Ha Noi,27-55 millions,"python, pandas, scikit-learn",Senior,2025-05-07,41.0,3
Mobile Developer,Tech Company 280,Ho Chi Minh,45-79 millions,"kotlin, android",Lead,2024-09-26,62.0,4
DevOps Engineer,Tech Company 414,Ha Noi,18-28 millions,"azure, ci/cd, terraform",Junior,2024-12-15,23.0,2
Tester/QA,Tech Company 135,Ha Noi,44-78 millions,"selenium, python",Lead,2025-06-15,61.0,4
Backend Developer,Tech Company 62,Ho Chi Minh,7-21 millions,"java, spring boot",Fresher,2024-04-23,14.0,1
DevOps Engineer,Tech Company 495,Ho Chi Minh,27-57 millions,"azure, ci/cd, terraform",Senior,2024-03-25,42.0,3
Mobile Developer,Tech Company 102,Ha Noi,42-80 millions,react native,Lead,2024-01-18,61.0,4
Fullstack Developer,Tech Company 186,Ho Chi Minh,28-57 millions,"python, vuejs, docker",Senior,2025-06-29,42.5,3
Fullstack Developer,Tech Company 325,Ha Noi,26-58 millions,"java, angular, sql",Senior,2025-10-12,42.0,3
Fullstack Developer,Tech Company 143,Ho Chi Minh,45-80 millions,"python, vuejs, docker",Lead,2024-07-26,62.5,4
AI/ML Engineer,Tech Company 160,Ho Chi Minh,14-31 millions,"python, tensorflow, cv",Junior,2025-11-15,22.5,2
Frontend Developer,Tech Company 422,Ha Noi,17-28 millions,"reactjs, typescript",Junior,2025-05-07,22.5,2
Data Scientist,Tech Company 303,Remote,16-29 millions,"sql, tableau, python",Junior,2025-02-04,22.5,2
Frontend Developer,Tech Company 64,Ha Noi,18-28 millions,"vuejs, nuxt",Junior,2025-02-15,23.0,2
Frontend Developer,Tech Company 278,Ha Noi,26-57 millions,"html, css, js",Senior,2024-05-07,41.5,3
Frontend Developer,Tech Company 196,Ha Noi,29-59 millions,"angular, rxjs",Senior,2024-02-11,44.0,3
Tester/QA,Tech Company 444,Ho Chi Minh,27-59 millions,"automation, cypress",Senior,2025-12-09,43.0,3
Data Scientist,Tech Company 492,Ha Noi,25-59 millions,"python, pytorch, aws",Senior,2025-09-09,42.0,3
Tester/QA,Tech Company 432,Ho Chi Minh,27-58 millions,"automation, cypress",Senior,2024-10-13,42.5,3
AI/ML Engineer,Tech Company 183,Ho Chi Minh,27-57 millions,"c++, cuda, computer vision",Senior,2024-09-14,42.0,3
Tester/QA,Tech Company 341,Ho Chi Minh,9-17 millions,"manual testing, sql",Fresher,2025-03-20,13.0,1
Tester/QA,Tech Company 196,Can Tho,13-26 millions,"automation, cypress",Junior,2025-11-14,19.5,2
Frontend Developer,Tech Company 298,Ho Chi Minh,7-20 millions,"reactjs, typescript",Fresher,2025-01-04,13.5,1
Mobile Developer,Tech Company 404,Da Nang,23-45 millions,"kotlin, android",Senior,2025-10-24,34.0,3
Backend Developer,Tech Company 343,Ha Noi,17-30 millions,"node.js, express",Junior,2025-03-18,23.5,2
Fullstack Developer,Tech Company 472,Ho Chi Minh,44-78 millions,"react, node.js, mongo",Lead,2024-10-26,61.0,4
Backend Developer,Tech Company 394,Ho Chi Minh,65-114 millions,"go, microservices",Manager,2024-09-26,89.5,5
DevOps Engineer,Tech Company 433,Ho Chi Minh,27-56 millions,"linux, jenkins, ansible",Senior,2024-06-25,41.5,3
DevOps Engineer,Tech Company 163,Ho Chi Minh,16-31 millions,"linux, jenkins, ansible",Junior,2024-08-21,23.5,2
Frontend Developer,Tech Company 388,Ho Chi Minh,26-57 millions,"html, css, js",Senior,2024-07-09,41.5,3
Tester/QA,Tech Company 387,Ho Chi Minh,15-29 millions,"java, appium",Junior,2025-01-05,22.0,2
Backend Developer,Tech Company 359,Ho Chi Minh,15-29 millions,"python, django",Junior,2025-06-02,22.0,2
Fullstack Developer,Tech Company 47,Ho Chi Minh,27-55 millions,"java, angular, sql",Senior,2024-04-05,41.0,3
Mobile Developer,Tech Company 204,Da Nang,21-46 millions,"swift, ios",Senior,2024-12-28,33.5,3
AI/ML Engineer,Tech Company 227,Ho Chi Minh,9-16 millions,"c++, cuda, computer vision",Fresher,2024-08-18,12.5,1
Fullstack Developer,Tech Company 427,Ho Chi Minh,29-55 millions,"python, vuejs, docker",Senior,2024-08-17,42.0,3
Data Scientist,Tech Company 152,Ho Chi Minh,28-56 millions,"sql, tableau, python",Senior,2024-01-13,42.0,3
Tester/QA,Tech Company 99,Ho Chi Minh,16-30 millions,"automation, cypress",Junior,2025-08-04,23.0,2
Mobile Developer,Tech Company 412,Ha Noi,17-31 millions,"kotlin, android",Junior,2025-01-07,24.0,2
DevOps Engineer,Tech Company 69,Ho Chi Minh,26-56 millions,"aws, docker, k8s",Senior,2025-12-10,41.0,3
Data Scientist,Tech Company 363,Ha Noi,16-27 millions,"python, pytorch, aws",Junior,2025-06-03,21.5,2
Data Scientist,Tech Company 421,Ho Chi Minh,15-31 millions,"python, pytorch, aws",Junior,2025-07-21,23.0,2
Backend Developer,Tech Company 34,Ha Noi,66-112 millions,"node.js, express",Manager,2025-03-22,89.0,5
Tester/QA,Tech Company 76,Ho Chi Minh,67-112 millions,"selenium, python",Manager,2025-12-24,89.5,5
AI/ML Engineer,Tech Company 366,Ho Chi Minh,7-20 millions,"c++, cuda, computer vision",Fresher,2024-01-29,13.5,1
Mobile Developer,Tech Company 162,Ho Chi Minh,28-59 millions,react native,Senior,2025-08-23,43.5,3
Fullstack Developer,Tech Company 428,Ho Chi Minh,7-21 millions,"python, vuejs, docker",Fresher,2024-07-02,14.0,1
Tester/QA,Tech Company 294,Ha Noi,15-27 millions,"selenium, python",Junior,2025-02-17,21.0,2
Mobile Developer,Tech Company 94,Ha Noi,28-55 millions,"kotlin, android",Senior,2024-12-17,41.5,3
Mobile Developer,Tech Company 103,Ho Chi Minh,8-17 millions,"swift, ios",Fresher,2025-02-15,12.5,1
Backend Developer,Tech Company 7,Ho Chi Minh,42-77 millions,"go, microservices",Lead,2025-06-25,59.5,4
Backend Developer,Tech Company 326,Ho Chi Minh,10-21 millions,"go, microservices",Fresher,2024-07-12,15.5,1
Data Scientist,Tech Company 308,Ho Chi Minh,25-58 millions,"sql, tableau, python",Senior,2024-06-07,41.5,3
Tester/QA,Tech Company 16,Ho Chi Minh,16-31 millions,"manual testing, sql",Junior,2025-03-31,23.5,2
Frontend Developer,Tech Company 472,Ho Chi Minh,26-55 millions,"html, css, js",Senior,2025-09-19,40.5,3
Mobile Developer,Tech Company 174,Ha Noi,18-30 millions,"kotlin, android",Junior,2024-03-08,24.0,2
Tester/QA,Tech Company 470,Ho Chi Minh,17-27 millions,"manual testing, sql",Junior,2024-03-01,22.0,2
Frontend Developer,Tech Company 289,Ha Noi,66-111 millions,"reactjs, typescript",Manager,2025-06-23,88.5,5
Mobile Developer,Tech Company 165,Ho Chi Minh,42-77 millions,"kotlin, android",Lead,2024-04-16,59.5,4
AI/ML Engineer,Tech Company 358,Ha Noi,29-58 millions,"python, nlp, huggingface",Senior,2025-12-01,43.5,3
Data Scientist,Tech Company 278,Ha Noi,8-19 millions,"python, pandas, scikit-learn",Fresher,2025-08-07,13.5,1
Backend Developer,Tech Company 181,Ho Chi Minh,14-29 millions,"python, django",Junior,2024-07-11,21.5,2
Fullstack Developer,Tech Company 254,Ha Noi,17-27 millions,"react, node.js, mongo",Junior,2024-07-27,22.0,2
Backend Developer,Tech Company 60,Ha Noi,18-28 millions,"python, django",Junior,2025-12-06,23.0,2
Data Scientist,Tech Company 200,Ho Chi Minh,45-81 millions,"python, pytorch, aws",Lead,2024-06-30,63.0,4
Mobile Developer,Tech Company 343,Ho Chi Minh,26-57 millions,"flutter, dart",Senior,2025-09-28,41.5,3
AI/ML Engineer,Tech Company 210,Da Nang,15-25 millions,"python, tensorflow, cv",Junior,2024-10-06,20.0,2
Mobile Developer,Tech Company 130,Ho Chi Minh,26-59 millions,"kotlin, android",Senior,2025-05-14,42.5,3
Mobile Developer,Tech Company 354,Ha Noi,28-57 millions,"flutter, dart",Senior,2025-11-09,42.5,3
Frontend Developer,Tech Company 275,Ha Noi,18-29 millions,"vuejs, nuxt",Junior,2024-07-06,23.5,2
AI/ML Engineer,Tech Company 275,Da Nang,14-25 millions,"c++, cuda, computer vision",Junior,2024-10-18,19.5,2
AI/ML Engineer,Tech Company 487,Da Nang,14-24 millions,"python, tensorflow, cv",Junior,2024-07-25,19.0,2
Data Scientist,Tech Company 56,Ha Noi,8-16 millions,"python, pandas, scikit-learn",Fresher,2025-05-05,12.0,1
Mobile Developer,Tech Company 124,Ho Chi Minh,7-19 millions,react native,Fresher,2024-03-10,13.0,1
Fullstack Developer,Tech Company 393,Ho Chi Minh,16-27 millions,"java, angular, sql",Junior,2025-05-30,21.5,2
DevOps Engineer,Tech Company 441,Ha Noi,66-114 millions,"aws, docker, k8s",Manager,2024-12-15,90.0,5
DevOps Engineer,Tech Company 195,Da Nang,52-93 millions,"azure, ci/cd, terraform",Manager,2025-02-04,72.5,5
Frontend Developer,Tech Company 370,Ho Chi Minh,15-28 millions,"vuejs, nuxt",Junior,2025-11-04,21.5,2
Frontend Developer,Tech Company 74,Da Nang,13-23 millions,"vuejs, nuxt",Junior,2024-06-13,18.0,2
Frontend Developer,Tech Company 369,Ho Chi Minh,27-57 millions,"reactjs, typescript",Senior,2025-09-25,42.0,3
DevOps Engineer,Tech Company 4,Da Nang,12-23 millions,"aws, docker, k8s",Junior,2024-08-27,17.5,2
Mobile Developer,Tech Company 289,Ha Noi,17-31 millions,"flutter, dart",Junior,2024-02-06,24.0,2
Tester/QA,Tech Company 467,Ho Chi Minh,26-58 millions,"automation, cypress",Senior,2025-04-05,42.0,3
